id,vessel_id,component,component_code,job_id,work_order_no,work_order_type,template_code,execution_id,job_title,assigned_to,due_date,status,date_completed,submitted_date,task_type,maintenance_type,maintenance_basis,frequency_value,frequency_unit,approver_remarks,is_execution,template_id,approver,approval_date,rejection_date,next_due_date,next_due_reading,current_reading,class_related,job_priority,brief_work_description,data_scope,fleet_equipment_code,fleet_job_code,job_group,job_category,sfi_code,maintenance_interval_value,maintenance_interval_unit,interval_running_hour,department,criticality,is_active,scope_notes,postponement_end_date,postponement_reason,postponement_authorized_by,on_demand_reason,risk_assessment_status,safety_checklists_status,operational_forms_status,start_date_time,completion_date_time,execution_assigned_to,performed_by,no_of_persons,total_time_hours,manhours,work_carried_out,job_experience_notes,previous_reading,running_hours,running_hours_difference,reading_date,wo_execution_id,remarks,completion_remarks,rejection_comments,approval_action,driver_type,created_at,updated_at,was_rejected
WO-1770967515018-tk2srph9j,7440571a-841a-11ed-aa7c-7003bca91a86,ME Indicators No.02,601.066.02,JOB-1768375697635-a4fcv6moo,UWO-601.066.02-2026-655,Unplanned,,,ME Indicators No.02 - Bearing Overheating - Emergency Maintenance,3rd Engineer,13-Jan-2026,Overdue,,,,Breakdown,Breakdown,,,,f,,,,,,,,,High,Bearing temperature rising above normal. Emergency maintenance carried out.,vessel,,,,,,,,,Engine,,t,,04-Feb-2026,Spare parts awaiting delivery from supplier,Capt. Morrison,,,,,,,,,,,,,,,,,,,,,,,,2026-01-06 00:00:00,2026-02-13 10:43:47.290974,f
WO-1770967515003-2f79mx8r9,7440571a-841a-11ed-aa7c-7003bca91a86,AE 3 AE cylinder covers w/valves No.01,653.002.01,JOB-1768375698254-e7d6bn0wz,WO-653.002.01-2026-090,Planned,,,AE Cylinder Covers with Valves Inspection - 1M,3rd Engineer,13-Jan-2026,Overdue,,,,Inspection,Calendar,1,Months,,f,,,,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Cylinder Cover Condition

Inspect cylinder covers externally for cracks, corrosion, or hot spots.

Check for leakage of combustion gas, cooling water, or lube oil.

Verify tightness condition of cover securing nuts (visual check).

2. Cooling Water Passages

Check cooling water inlet and outlet connections for leakage.

Monitor jacket water temperature and pressure for each cylinder.

Look for abnormal temperature deviation between cylinders.

3. Valves (Inlet / Exhaust / Indicator / Starting if fitted)

Inspect exhaust valve area for gas leakage or overheating.

Check inlet valve area for abnormal noise or leakage.

Inspect indicator and starting valves for tightness and free operation.

Ensure valve caps and safety devices are properly fitted.",vessel,,,,,,,,,Engine,,t,,23-Feb-2026,"Component in continuous use, no standby available",Capt. Morrison,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-06 00:00:00,2026-02-13 10:43:47.252036,f
WO-1770967515004-987g3l8t4,7440571a-841a-11ed-aa7c-7003bca91a86,Clean ballast pumps,801.001,JOB-1768375698939-c9smwq2xh,WO-801.001-2026-156,Planned,,,"Ballast Pump Ball Bearing Grease, Renewal - 12M",Chief Engineer,14-Jan-2026,Completed,2026-01-13T00:00:00.000Z,,,Inspection,Calendar,12,Months,,f,,Chief Engineer,16-Jan-2026,,,,,,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 2F-21 CARGO PUMPING SYSTEM;5303.pdf
Pdf Page No: 75-77
Chapter: 4 Maintenance
Section: 7 Lubricants

DESCRIPTION
===========
1. Renew the grease for ball bearing.",vessel,,,,,,,,,Engine,,t,,,,,,,,,12-Jan-2026,13-Jan-2026,,Chief Engineer,2,0.9,0.8,"Carried out Ballast Pump Ball Bearing Grease, Renewal - 12M. Removed old components and inspected mounting surfaces. Fitted new parts ensuring correct alignment and torque. Tested system for leaks and proper operation.",,,,,,,Equipment tested satisfactorily after maintenance. No issues found.,Maintenance carried out. All worn parts replaced. Equipment tested and found in order.,,Approved,calendar,2026-01-06 00:00:00,2026-01-13 00:00:00,f
WO-1770967515002-r95iusr2j,7440571a-841a-11ed-aa7c-7003bca91a86,Ballast tanks/SW tanks No.01,285.001.01,JOB-1768375696823-5izcxc9cy,WO-285.001.01-2026-001,Planned,,,Ballast Tanks Inspection - 1M,2nd Engineer,13-Jan-2026,Overdue,,,,Inspection,Calendar,1,Months,,f,,,,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
Carry out a routine monthly inspection of ballast tanks to ensure structural integrity, coating condition, corrosion protection, and operational readiness, and to identify any signs of leakage, corrosion, or contamination at an early stage.",vessel,,,,,,,,,Engine,,t,,06-Mar-2026,Awaiting class surveyor attendance,C/E Petrov,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-06 00:00:00,2026-02-13 10:43:46.883302,f
WO-1770967515003-3gzflrqmt,7440571a-841a-11ed-aa7c-7003bca91a86,Ballast tanks/SW tanks No.04,285.001.04,JOB-1768375696845-n6aj2hzvt,WO-285.001.04-2026-005,Planned,,,Ballast Tanks Inspection - 1M,2nd Engineer,13-Jan-2026,Overdue,,,,Inspection,Calendar,1,Months,,f,,,,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
Carry out a routine monthly inspection of ballast tanks to ensure structural integrity, coating condition, corrosion protection, and operational readiness, and to identify any signs of leakage, corrosion, or contamination at an early stage.",vessel,,,,,,,,,Engine,,t,,23-Feb-2026,Spare parts awaiting delivery from supplier,Supt. Nakamura,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-06 00:00:00,2026-02-13 10:43:46.893999,f
WO-1770967515003-vv0ekud6p,7440571a-841a-11ed-aa7c-7003bca91a86,AE 2 AE cylinder liners No.03,652.003.03,JOB-1768375698065-nln0wy605,WO-652.003.03-2026-080,Planned,,,AE Cylinder Liner Inspection - 1M,3rd Engineer,13-Jan-2026,Overdue,,,,Inspection,Calendar,1,Months,,f,,,,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Liner Condition (Visual / Indirect)

Check for abnormal scavenge space condition (if accessible).

Look for signs of scuffing, scoring, or polishing (based on inspection ports or trend data).

Monitor liner condition through performance parameters if direct access is not possible.

2. Lubrication

Verify cylinder lubrication rate (if applicable) is as per maker’s recommendation.

Check lube oil distribution and absence of oil starvation signs.

Review lube oil consumption trends.

3. Cooling & Sealing

Monitor jacket water temperature and pressure related to cylinder No.01.

Check for cooling water leakage into cylinder or crankcase.

Verify condition of liner sealing arrangements (indirect observation).",vessel,,,,,,,,,Engine,,t,,25-Feb-2026,Awaiting class surveyor attendance,Supt. Nakamura,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-06 00:00:00,2026-02-13 10:43:47.248077,f
WO-1770967515003-97njd0pxn,7440571a-841a-11ed-aa7c-7003bca91a86,AE 1 AE cylinder liners No.05,651.003.05,JOB-1768375697736-r5yb7e729,WO-651.003.05-2026-059,Planned,,,AE Cylinder Liner Inspection - 1M,3rd Engineer,13-Jan-2026,Overdue,,,,Inspection,Calendar,1,Months,,f,,,,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Liner Condition (Visual / Indirect)

Check for abnormal scavenge space condition (if accessible).

Look for signs of scuffing, scoring, or polishing (based on inspection ports or trend data).

Monitor liner condition through performance parameters if direct access is not possible.

2. Lubrication

Verify cylinder lubrication rate (if applicable) is as per maker’s recommendation.

Check lube oil distribution and absence of oil starvation signs.

Review lube oil consumption trends.

3. Cooling & Sealing

Monitor jacket water temperature and pressure related to cylinder No.01.

Check for cooling water leakage into cylinder or crankcase.

Verify condition of liner sealing arrangements (indirect observation).",vessel,,,,,,,,,Engine,,t,,25-Feb-2026,Spare parts awaiting delivery from supplier,C/E Petrov,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-06 00:00:00,2026-02-13 10:43:47.233545,f
WO-1770967515003-3ovx0mrf9,7440571a-841a-11ed-aa7c-7003bca91a86,AE 1 AE cylinder liners No.03,651.003.03,JOB-1768375697725-n4b6pwj8y,WO-651.003.03-2026-057,Planned,,,AE Cylinder Liner Inspection - 1M,3rd Engineer,13-Jan-2026,Overdue,,,,Inspection,Calendar,1,Months,,f,,,,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Liner Condition (Visual / Indirect)

Check for abnormal scavenge space condition (if accessible).

Look for signs of scuffing, scoring, or polishing (based on inspection ports or trend data).

Monitor liner condition through performance parameters if direct access is not possible.

2. Lubrication

Verify cylinder lubrication rate (if applicable) is as per maker’s recommendation.

Check lube oil distribution and absence of oil starvation signs.

Review lube oil consumption trends.

3. Cooling & Sealing

Monitor jacket water temperature and pressure related to cylinder No.01.

Check for cooling water leakage into cylinder or crankcase.

Verify condition of liner sealing arrangements (indirect observation).",vessel,,,,,,,,,Engine,,t,,30-Jan-2026,Survey coordination with classification society pending,C/E Petrov,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-06 00:00:00,2026-02-13 10:43:47.230044,f
WO-1770967515003-ldntlmx9p,7440571a-841a-11ed-aa7c-7003bca91a86,AE 1 AE cylinder covers w/valves No.06,651.002.06,JOB-1768375697709-kfxro24s3,WO-651.002.06-2026-055,Planned,,,AE Cylinder Covers with Valves Inspection - 1M,3rd Engineer,13-Jan-2026,Overdue,,,,Inspection,Calendar,1,Months,,f,,,,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Cylinder Cover Condition

Inspect cylinder covers externally for cracks, corrosion, or hot spots.

Check for leakage of combustion gas, cooling water, or lube oil.

Verify tightness condition of cover securing nuts (visual check).

2. Cooling Water Passages

Check cooling water inlet and outlet connections for leakage.

Monitor jacket water temperature and pressure for each cylinder.

Look for abnormal temperature deviation between cylinders.

3. Valves (Inlet / Exhaust / Indicator / Starting if fitted)

Inspect exhaust valve area for gas leakage or overheating.

Check inlet valve area for abnormal noise or leakage.

Inspect indicator and starting valves for tightness and free operation.

Ensure valve caps and safety devices are properly fitted.",vessel,,,,,,,,,Engine,,t,,27-Feb-2026,Deferred to scheduled drydock period,Supt. Nakamura,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-06 00:00:00,2026-02-13 10:43:47.227025,f
WO-1770967515003-iin5ffx6n,7440571a-841a-11ed-aa7c-7003bca91a86,FO separators No.02,702.005.02,JOB-1768375698555-cow17vssm,WO-702.005.02-2026-117,Planned,,,"Purifier Parts, Visual Check - 1Y",3rd Engineer,13-Jan-2026,Overdue,,,,Inspection,Calendar,1,Years,,f,,,,,,,,,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 8M-3 INSTRUCTION MANAUL FOR PURIFIER;5303.pdf
Pdf Page No: 60-61, 78,81,82,83
Chapter: 3. Maintenance Inspection Procedures
Section: 3.4 Expendable parts replacement intervals
5. Periodic inspection chart

DESCRIPTION
===========
A. Replace the following parts
1. Frame, cover:
 - O ring
 - Gasket (for piping).
2. Vertical shaft, water supplying device:
 - O ring
 - Upper spring.
 - Gasket.
3. Horizontal shaft:
 - Oil seal.
 - Friction block.

B. Checks to be carried on following parts:
1. Check rubber plate sagging.
2. Check brake lining wear.
3. Check sludge pipe for deteriorated rubber.
4. Vertical shaft:
 - Check bowl bushing fitting portion for damage, corrosion, fit.
 - Check bearing fitting portion wear.
 - Check whole of shaft centre runout.
 - Shaft height assembled dimension.
5. Upper spring:
 - Check whole for broken or cracks.
 - Check dimension free length.
6. Bearing cover:
 - Check damage, contamination, corrosion.
7. Bearing case:
 - Check whole for damage, scoring, wear.
 - Check dimension of free length.
8. Flat spring:
 - Check Whole for broken or cracks.
 - Dimension for spring height.
9. Check installed height of flat spring assembled dimension.
10. Bearing case (2):
 - Check whole for damage, scoring, wear.
 - Check dimension of free length.
11. Bearing case (3):
 - Check whole for damage, scoring, wear.
 - Dimension of free length.
12. Check steel ball for deformation, grooved damage .
13. Vertical shaft:
 - Check whole broken, cracks dimension spring height.
 - Check spring seat wear.
 - Check bearing block (2) assembled dimension.
 - Check bearing for noise, sticking, corrosion.
14. Check horizontal shaft:
 - Check wear at threaded portion and bearing fitting portion .
 - Check joint safety groove .
 - Check spiral gear and wear
 - Check wear of collar , friction clutch and friction pulley .
 - Check oil leakage .
 - Check bearing housing and bearing noise . 
15. Solenoid valve:
 - Check diaphragm deterioration, deformation, broken, contamination.
 - Inside of valve deposited scale, damage.
16. Reducing valve:
 - Check diaphragm deterioration, deformation, broken, contamination.
 - Inside of valve sheet surface deposited scale, damage.",vessel,,,,,,,,,Engine,,t,,07-Feb-2026,"Operational priority - vessel at sea, cannot shut down equipment",Supt. Nakamura,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-06 00:00:00,2026-02-13 10:43:47.271011,f
WO-1770967515003-hcz87v02g,7440571a-841a-11ed-aa7c-7003bca91a86,Ballast tanks/SW tanks No.09,285.001.09,JOB-1768375696874-phtun2znj,WO-285.001.09-2026-010,Planned,,,Ballast Tanks Inspection - 1M,2nd Engineer,13-Jan-2026,Overdue,,,,Inspection,Calendar,1,Months,,f,,,,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
Carry out a routine monthly inspection of ballast tanks to ensure structural integrity, coating condition, corrosion protection, and operational readiness, and to identify any signs of leakage, corrosion, or contamination at an early stage.",vessel,,,,,,,,,Engine,,t,,29-Jan-2026,"Component in continuous use, no standby available",Capt. Morrison,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-06 00:00:00,2026-02-13 10:43:46.931337,f
WO-1770967515003-olwksyusg,7440571a-841a-11ed-aa7c-7003bca91a86,FO separators No.01,702.005.01,JOB-1768375698523-dl6898yno,WO-702.005.01-2026-112,Planned,,,"Purifier Parts, Visual Check - 1Y",3rd Engineer,13-Jan-2026,Overdue,,,,Inspection,Calendar,1,Years,,f,,,,,,,,,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 8M-3 INSTRUCTION MANAUL FOR PURIFIER;5303.pdf
Pdf Page No: 60-61, 78,81,82,83
Chapter: 3. Maintenance Inspection Procedures
Section: 3.4 Expendable parts replacement intervals
5. Periodic inspection chart

DESCRIPTION
===========
A. Replace the following parts
1. Frame, cover:
 - O ring
 - Gasket (for piping).
2. Vertical shaft, water supplying device:
 - O ring
 - Upper spring.
 - Gasket.
3. Horizontal shaft:
 - Oil seal.
 - Friction block.

B. Checks to be carried on following parts:
1. Check rubber plate sagging.
2. Check brake lining wear.
3. Check sludge pipe for deteriorated rubber.
4. Vertical shaft:
 - Check bowl bushing fitting portion for damage, corrosion, fit.
 - Check bearing fitting portion wear.
 - Check whole of shaft centre runout.
 - Shaft height assembled dimension.
5. Upper spring:
 - Check whole for broken or cracks.
 - Check dimension free length.
6. Bearing cover:
 - Check damage, contamination, corrosion.
7. Bearing case:
 - Check whole for damage, scoring, wear.
 - Check dimension of free length.
8. Flat spring:
 - Check Whole for broken or cracks.
 - Dimension for spring height.
9. Check installed height of flat spring assembled dimension.
10. Bearing case (2):
 - Check whole for damage, scoring, wear.
 - Check dimension of free length.
11. Bearing case (3):
 - Check whole for damage, scoring, wear.
 - Dimension of free length.
12. Check steel ball for deformation, grooved damage .
13. Vertical shaft:
 - Check whole broken, cracks dimension spring height.
 - Check spring seat wear.
 - Check bearing block (2) assembled dimension.
 - Check bearing for noise, sticking, corrosion.
14. Check horizontal shaft:
 - Check wear at threaded portion and bearing fitting portion .
 - Check joint safety groove .
 - Check spiral gear and wear
 - Check wear of collar , friction clutch and friction pulley .
 - Check oil leakage .
 - Check bearing housing and bearing noise . 
15. Solenoid valve:
 - Check diaphragm deterioration, deformation, broken, contamination.
 - Inside of valve deposited scale, damage.
16. Reducing valve:
 - Check diaphragm deterioration, deformation, broken, contamination.
 - Inside of valve sheet surface deposited scale, damage.",vessel,,,,,,,,,Engine,,t,,27-Jan-2026,Budget approval pending from technical superintendent,C/E Petrov,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-06 00:00:00,2026-02-13 10:43:47.267419,f
